id_transacao,id_cliente,data_transacao,lugar_transacao
599285551,7286,2021-12-26,loja online
423086591,7244,2022-01-01,loja online
261874767,7244,2022-07-25,loja online
799310055,6566,2020-11-08,loja online
882964028,6566,2022-06-05,loja online
716513681,6566,2022-03-31,loja online
725799033,6566,2022-05-08,loja online
372948669,6566,2021-04-05,loja online
394710171,8614,2022-05-12,loja online
166588971,8614,2022-11-08,loja online
838261559,8614,2022-11-18,loja online
154159062,8614,2022-10-25,loja online
112939927,4114,2020-08-11,loja online
224570405,4114,2021-09-01,loja online
121017742,4114,2020-12-27,loja online
121160094,4114,2020-09-25,loja online
881271248,4114,2021-04-22,loja online
797372430,4114,2022-04-02,loja online
100001969,1331,2021-01-02,loja online
156445038,1331,2022-11-29,loja online
589330185,2225,2022-06-07,loja online
845537508,2225,2022-08-29,loja online
849531248,2225,2022-07-06,loja online
899352509,2225,2022-07-07,loja online
424303407,9381,2021-06-12,loja online
520930089,9381,2022-01-28,loja online
896818382,9381,2022-02-27,loja online
623723640,9381,2021-10-02,loja online
377246259,6260,2020-11-19,loja online
827576046,6260,2021-08-16,loja online
308694194,6260,2021-12-23,loja online
702583914,10383,2021-04-02,loja online
770186168,10383,2021-11-01,loja online
702351174,10383,2021-10-02,loja online
476969384,10383,2021-11-06,loja online
147569406,10383,2021-04-29,loja online
777092885,7437,2022-04-28,loja online
350504752,8557,2021-06-17,loja online
238398046,8557,2022-11-21,loja online
261598432,8375,2022-03-03,loja online
743817831,8375,2022-04-07,loja online
834284328,8375,2022-07-28,loja online
109735884,8375,2022-03-14,loja online
819070875,8375,2022-09-02,loja online
569136728,8375,2022-08-08,loja online
101209643,8375,2022-06-02,loja online
587917623,8375,2022-06-28,loja online
588658402,6853,2021-07-04,loja online
691060105,6853,2021-09-20,loja online
851824966,6853,2021-10-26,loja online
659909236,3076,2020-09-07,loja online
639530804,3076,2021-11-11,loja online
129608302,3076,2021-09-03,loja online
285040049,3076,2022-07-22,loja online
886321940,1012,2021-02-18,loja online
722643916,1012,2021-05-10,loja online
369278391,1012,2022-03-04,loja online
222451281,1012,2021-07-06,loja online
467406158,1012,2021-04-18,loja online
294496583,1012,2021-04-14,loja online
621461829,1012,2021-03-30,loja online
801316045,1012,2021-06-14,loja online
769574645,6518,2021-06-11,loja online
851545194,6518,2022-02-22,loja online
389102811,6518,2022-06-22,loja online
239134147,6518,2022-01-06,loja online
885135810,6518,2021-11-29,loja online
769245440,6518,2022-09-06,loja online
462918677,6518,2022-07-09,loja online
311072026,4137,2021-12-06,loja online
317448778,4137,2022-12-17,loja online
190472236,4137,2022-11-01,loja online
710534947,4137,2022-04-10,loja online
144745818,4137,2022-09-06,loja online
228243640,4137,2022-06-07,loja online
483850068,4137,2022-05-18,loja online
276918675,8082,2021-05-21,loja online
125161782,1386,2022-05-11,loja online
253381103,9369,2022-03-19,loja online
793307290,9369,2022-08-21,loja online
296525247,9369,2022-05-05,loja online
315892518,9369,2022-10-16,loja online
287857329,9369,2022-08-08,loja online
825949033,9369,2022-07-18,loja online
524604834,9369,2022-09-19,loja online
640849880,9369,2022-11-26,loja online
660390806,9369,2022-10-07,loja online
676124747,9369,2022-06-20,loja online
627146143,9369,2022-06-30,loja online
334295814,4477,2021-09-27,loja online
162459538,4477,2022-09-16,loja online
359347498,4477,2021-11-06,loja online
225966150,4477,2021-10-02,loja online
655014219,4477,2022-04-18,loja online
266187707,1357,2021-04-08,loja online
630503697,1357,2021-06-21,loja online
777485917,1402,2020-09-11,loja online
773847780,1402,2021-12-15,loja online
360012796,1402,2020-11-21,loja online
586572807,1402,2021-04-20,loja online
570763711,10629,2020-09-14,loja online
482085126,10629,2020-09-19,loja online
150594867,10629,2021-05-30,loja online
504858062,6312,2021-03-17,loja online
762388157,6312,2021-03-24,loja online
131465067,6312,2021-05-22,loja online
323961206,6312,2021-07-05,loja online
743510388,6312,2021-05-23,loja online
622864899,6312,2021-10-18,loja online
404845605,6312,2022-11-04,loja online
728410742,6312,2021-04-14,loja online
131909209,6312,2021-11-13,loja online
451162092,6312,2021-09-27,loja online
129866784,8132,2021-04-05,loja online
736234060,8132,2022-08-13,loja online
104244482,8132,2021-11-04,loja online
521110882,8132,2021-05-20,loja online
586218042,8132,2021-10-25,loja online
260835615,8132,2021-07-11,loja online
280426309,8132,2021-10-06,loja online
755388461,8132,2021-05-26,loja online
820401155,8132,2021-06-01,loja online
550376616,1050,2022-04-30,loja online
874229131,1050,2022-11-15,loja online
579842332,5846,2020-12-19,loja online
770162166,1859,2020-08-27,loja online
148587723,1859,2022-02-28,loja online
809359097,1859,2022-01-10,loja online
392946180,1859,2021-07-18,loja online
714046022,1859,2022-10-05,loja online
507932576,1859,2021-08-03,loja online
149914203,1859,2020-10-10,loja online
892208182,7503,2020-10-12,loja online
699809369,7503,2020-10-16,loja online
859833602,7503,2020-12-22,loja online
602488344,7503,2021-03-11,loja online
131384679,7503,2022-06-18,loja online
568708238,1618,2021-01-02,loja online
291203718,1618,2021-09-08,loja online
422951421,1618,2022-06-22,loja online
639382762,1618,2021-06-11,loja online
780958284,1618,2021-07-30,loja online
546058051,1618,2022-08-07,loja online
861718858,1618,2021-01-27,loja online
213766950,1618,2022-04-19,loja online
860946816,1618,2021-09-29,loja online
665511388,1618,2022-06-04,loja online
307105575,3332,2020-08-29,loja online
508816102,3332,2022-06-25,loja online
319056852,3332,2020-11-10,loja online
598998462,2261,2021-06-23,loja online
737140003,5346,2021-07-03,loja online
870108324,5346,2022-01-06,loja online
770244948,5346,2022-08-16,loja online
564084919,4119,2021-05-11,loja online
165995736,4119,2021-12-07,loja online
624642358,535,2022-02-25,loja online
457795522,535,2022-02-26,loja online
201768651,535,2022-09-25,loja online
871978950,5268,2021-08-11,loja online
817535856,273,2021-07-16,loja online
303955814,273,2021-08-24,loja online
868702076,273,2022-05-06,loja online
719791600,4452,2022-05-28,loja online
193371498,4452,2022-10-23,loja online
747436914,4452,2022-06-13,loja online
527297118,4452,2022-06-28,loja online
240571292,4452,2022-07-31,loja online
852293590,4452,2022-06-10,loja online
191047254,8504,2022-05-12,loja online
439206398,8504,2022-08-15,loja online
108989859,8504,2022-10-12,loja online
467989183,8504,2022-08-20,loja online
871006749,8504,2022-09-23,loja online
237204714,771,2022-01-21,loja online
657474481,771,2022-02-01,loja online
636718312,8996,2020-11-19,loja online
772770259,8996,2021-01-09,loja online
545026584,8996,2022-05-21,loja online
693395681,8996,2021-02-18,loja online
833589955,8996,2021-10-29,loja online
856471147,8996,2022-01-02,loja online
134246890,8996,2022-07-17,loja online
735848605,9235,2022-05-27,loja online
184311184,5798,2021-11-23,loja online
518376277,5798,2022-09-25,loja online
451822648,11178,2022-03-23,loja online
264434292,2230,2022-05-24,loja online
417668323,2230,2022-09-09,loja online
503025239,2230,2022-11-26,loja online
621445274,7516,2022-05-22,loja online
473229965,7516,2022-08-01,loja online
146029978,7247,2020-11-22,loja online
594008340,7247,2022-04-16,loja online
716384229,7247,2021-12-01,loja online
148917572,7247,2021-01-10,loja online
228193463,7247,2022-01-17,loja online
549618059,7247,2022-06-01,loja online
621033725,7247,2021-01-20,loja online
242822003,11100,2021-04-11,loja online
800927065,11100,2022-06-08,loja online
512891120,4646,2021-12-01,loja online
542905750,4646,2022-03-14,loja online
482390775,4646,2022-09-16,loja online
222591803,4646,2022-09-28,loja online
313838821,4646,2022-11-04,loja online
406343913,3037,2021-06-20,loja online
568429051,3037,2021-07-14,loja online
654258056,3037,2022-03-23,loja online
494944600,3037,2021-12-10,loja online
553763541,3037,2021-11-30,loja online
330184356,1473,2021-07-23,loja online
310762924,1473,2022-01-09,loja online
329289528,1016,2022-03-30,loja online
599755255,1016,2022-11-02,loja online
461157411,4518,2021-04-20,loja online
546186244,4518,2021-06-21,loja online
763946828,4518,2021-07-19,loja online
127919907,4518,2021-08-01,loja online
534295765,4518,2021-05-19,loja online
895253715,4518,2021-06-23,loja online
309568863,4518,2021-11-10,loja online
189834413,4518,2022-06-23,loja online
296009239,4518,2022-04-21,loja online
174207578,9370,2021-05-17,loja online
210370251,9370,2021-10-07,loja online
260079214,9370,2022-01-20,loja online
164226450,9370,2021-05-28,loja online
351715628,9370,2022-10-16,loja online
566992487,9370,2021-12-24,loja online
620789095,8908,2022-05-08,loja online
206493834,8908,2022-10-09,loja online
532421581,8908,2022-09-27,loja online
248017091,8373,2021-12-10,loja online
693720798,7533,2021-09-24,loja online
849898877,7533,2022-06-28,loja online
652770228,7533,2022-01-14,loja online
814174523,7533,2021-10-15,loja online
807361471,2683,2021-02-02,loja online
375381604,2683,2021-05-12,loja online
370772701,2683,2021-12-18,loja online
692578465,2683,2021-11-12,loja online
281133997,2683,2021-09-24,loja online
674778576,2683,2022-01-03,loja online
538407862,3629,2020-12-19,loja online
876595550,3629,2021-06-12,loja online
128285903,3629,2022-01-08,loja online
199725585,10991,2020-12-07,loja online
577387604,10991,2021-03-15,loja online
290242251,10991,2021-07-06,loja online
123579981,10991,2022-05-11,loja online
307326367,10991,2020-12-29,loja online
636044627,5077,2021-11-02,loja online
844281744,5077,2022-08-07,loja online
251436266,5077,2022-01-29,loja online
708275523,5077,2022-02-09,loja online
187132991,5077,2022-09-05,loja online
324474873,5077,2022-06-19,loja online
444705650,7431,2020-11-10,loja online
248905667,7431,2021-10-15,loja online
333362431,7431,2022-01-25,loja online
790720521,7431,2022-02-01,loja online
843787567,7431,2021-02-23,loja online
409409558,7431,2021-01-03,loja online
719519250,7431,2021-09-22,loja online
329101983,3267,2022-06-25,loja online
750334373,3267,2022-10-28,loja online
276269675,3267,2022-10-05,loja online
807057359,3267,2022-07-14,loja online
387137364,3267,2022-10-16,loja online
419317202,3267,2022-08-10,loja online
547708429,3267,2022-11-05,loja online
549074703,3267,2022-12-13,loja online
735812779,999,2021-01-02,loja online
227758823,999,2022-03-10,loja online
356753950,999,2022-02-03,loja online
810621174,999,2022-06-15,loja online
540259068,999,2022-06-10,loja online
177970424,999,2021-08-04,loja online
747297374,9215,2020-12-12,loja online
411315667,9215,2021-01-28,loja online
284213323,9215,2021-03-10,loja online
337660576,9215,2021-07-26,loja online
114298806,9215,2021-01-15,loja online
824281038,9215,2021-08-17,loja online
581688285,2286,2021-09-10,loja online
888815554,2286,2022-05-26,loja online
620080474,1592,2022-01-24,loja online
547437078,1592,2022-08-31,loja online
222553575,1592,2022-11-06,loja online
551781934,1592,2022-02-16,loja online
524426883,367,2021-02-19,loja online
170222506,367,2022-11-23,loja online
737014325,367,2021-12-24,loja online
670513360,367,2021-07-15,loja online
716992687,367,2021-06-05,loja online
590848994,367,2021-07-21,loja online
327253378,367,2021-05-28,loja online
789474372,367,2022-05-04,loja online
516300847,367,2021-04-19,loja online
696220564,5234,2021-07-11,loja online
602785475,9862,2021-11-14,loja online
122226112,9862,2022-02-12,loja online
400394335,9805,2021-06-20,loja online
698683637,9805,2022-02-25,loja online
769352098,9805,2021-08-20,loja online
306249205,9805,2021-07-28,loja online
559986093,9805,2022-09-12,loja online
430804003,9805,2021-08-05,loja online
559467445,6205,2022-02-24,loja online
658090973,6205,2022-08-23,loja online
815733349,8442,2021-09-04,loja online
231398207,7386,2021-04-22,loja online
856007263,7215,2021-03-12,loja online
587455076,7215,2021-07-22,loja online
717043502,7215,2022-01-16,loja online
813078041,7215,2021-08-20,loja online
448513208,7215,2021-09-22,loja online
498382869,7215,2022-02-18,loja online
540599882,1491,2021-02-18,loja online
883598459,1491,2022-09-10,loja online
275166921,1491,2022-04-26,loja online
800207435,11071,2021-04-21,loja online
832577381,11071,2021-12-27,loja online
100329919,11071,2021-09-20,loja online
441669230,3381,2022-06-08,loja online
170491811,3381,2022-06-10,loja online
489298673,8268,2021-07-11,loja online
569207844,8268,2022-05-15,loja online
671540903,8268,2022-05-17,loja online
156694970,8268,2021-08-01,loja online
346863436,8268,2021-11-01,loja online
156542951,8268,2021-07-24,loja online
430642998,11051,2022-05-10,loja online
772839654,11051,2022-11-19,loja online
451063910,11051,2022-06-07,loja online
564107480,11051,2022-08-19,loja online
781995800,11051,2022-12-06,loja online
141987990,11051,2022-10-26,loja online
204681721,8026,2021-09-30,loja online
424943661,8026,2022-05-11,loja online
865256773,8026,2022-02-22,loja online
854861426,8026,2021-12-13,loja online
240041659,8026,2022-07-28,loja online
609371804,433,2021-03-10,loja online
158498927,433,2021-04-28,loja online
559473731,433,2021-03-29,loja online
740479884,433,2021-12-19,loja online
287707091,433,2021-06-04,loja online
168212820,433,2021-07-12,loja online
366175865,433,2021-08-26,loja online
235164913,433,2021-04-26,loja online
878224808,433,2021-12-16,loja online
306735933,433,2021-03-31,loja online
347043704,433,2021-03-11,loja online
817491211,9597,2022-02-10,loja online
815945416,9597,2022-02-20,loja online
854594943,9597,2022-02-21,loja online
328070652,9597,2022-10-28,loja online
288046197,9597,2022-03-18,loja online
309842168,9597,2022-10-06,loja online
268527470,9597,2022-09-18,loja online
717157862,1295,2021-08-11,loja online
498933052,1295,2022-01-16,loja online
313104674,1295,2022-04-02,loja online
684231206,1295,2021-10-31,loja online
680426992,1295,2022-02-26,loja online
177012746,1295,2021-12-01,loja online
213123919,5290,2021-08-14,loja online
676169392,5290,2022-02-03,loja online
373910820,5290,2021-08-30,loja online
129410032,5290,2021-10-16,loja online
654894677,5290,2022-08-09,loja online
575043131,1685,2021-03-17,loja online
557208670,1685,2021-03-26,loja online
185409306,1685,2021-08-21,loja online
643562943,1685,2021-05-16,loja online
106822084,5342,2020-08-08,loja online
760225026,9579,2021-07-07,loja online
104647615,9579,2021-07-14,loja online
828877285,7660,2022-05-19,loja online
405506260,1461,2021-07-28,loja online
643640488,1461,2022-03-20,loja online
582293409,821,2020-10-19,loja online
456334060,821,2021-01-18,loja online
565073384,821,2021-01-19,loja online
288295840,821,2020-11-02,loja online
207680479,821,2021-11-15,loja online
676837711,11084,2021-11-14,loja online
434346771,11084,2022-04-27,loja online
268201263,11084,2022-01-21,loja online
583648363,8690,2021-04-19,loja online
138728916,8690,2022-10-27,loja online
721800524,8690,2021-05-07,loja online
706413578,8690,2021-10-07,loja online
789621210,8690,2021-09-10,loja online
443064061,2937,2021-08-28,loja online
665599856,2937,2022-08-26,loja online
482556220,2937,2021-11-07,loja online
772238711,2937,2021-12-03,loja online
325061468,2937,2021-12-16,loja online
537455705,2937,2021-10-12,loja online
155287495,2937,2021-11-11,loja online
273133885,2937,2022-11-04,loja online
331660181,9701,2021-03-19,loja online
287153938,9701,2021-04-06,loja online
582553876,9701,2022-03-30,loja online
354233342,9701,2021-05-21,loja online
297169344,9949,2020-10-18,loja online
297900671,9949,2021-05-11,loja online
466996828,9949,2022-02-21,loja online
456737858,10837,2020-10-28,loja online
476016588,10837,2022-05-13,loja online
310906676,3120,2021-08-28,loja online
523412304,5885,2020-08-22,loja online
830721090,5885,2020-10-19,loja online
173635688,5885,2021-02-20,loja online
490915010,5885,2020-09-28,loja online
459693637,4050,2022-06-21,loja online
898066597,4050,2022-11-23,loja online
323564655,3830,2022-04-24,loja online
742656949,3830,2022-10-15,loja online
282219902,3830,2022-06-18,loja online
662244020,3830,2022-07-14,loja online
290856864,7987,2022-03-07,loja online
351503309,7987,2022-07-31,loja online
781182650,7987,2022-12-06,loja online
654206524,7987,2022-03-17,loja online
638939018,7987,2022-12-31,loja online
609858382,7987,2022-04-20,loja online
220875656,7987,2022-04-04,loja online
104473220,7987,2022-08-22,loja online
279080848,7798,2020-12-14,loja online
304126182,7798,2022-04-21,loja online
454503149,7798,2021-11-20,loja online
257241030,7798,2021-05-10,loja online
328673119,7798,2021-08-04,loja online
575359024,7798,2021-02-09,loja online
302593720,7798,2022-07-27,loja online
393152193,92,2022-05-12,loja online
536541202,92,2022-12-06,loja online
129980028,92,2022-10-10,loja online
678637702,7055,2020-10-09,loja online
203124502,7055,2022-03-11,loja online
490553072,7055,2021-11-29,loja online
865252598,7055,2021-03-25,loja online
215097678,7055,2021-06-02,loja online
856432824,7055,2020-11-19,loja online
204811936,7055,2021-04-23,loja online
887450740,7055,2021-03-24,loja online
437472870,10240,2021-02-19,loja online
432011527,10240,2022-06-16,loja online
290754559,10240,2021-02-25,loja online
238965820,10240,2021-08-23,loja online
253628971,10240,2022-11-08,loja online
132728939,10240,2021-10-18,loja online
348507949,10240,2021-05-26,loja online
413866081,10240,2022-07-28,loja online
670136962,10240,2021-02-28,loja online
678165992,10240,2021-06-05,loja online
671888116,3025,2021-07-08,loja online
329707167,3025,2021-07-19,loja online
616895015,3025,2021-10-21,loja online
672212409,3025,2021-08-31,loja online
442456143,3025,2021-12-19,loja online
436672106,3025,2022-03-10,loja online
355839521,9970,2021-10-17,loja online
167575434,2730,2021-08-20,loja online
895077487,2730,2021-10-19,loja online
683402019,2730,2021-09-10,loja online
169081646,2795,2021-07-01,loja online
700076834,9260,2020-11-05,loja online
469462415,9260,2022-05-17,loja online
322158201,9260,2021-10-25,loja online
866338077,9260,2021-11-05,loja online
141395443,9260,2022-06-05,loja online
319196196,9260,2022-05-25,loja online
424239081,9260,2021-02-22,loja online
721055070,9260,2021-02-04,loja online
419693891,9260,2021-03-10,loja online
331799096,9260,2021-01-14,loja online
689856029,8182,2022-01-05,loja online
739156579,8182,2022-11-08,loja online
883349038,8182,2022-01-07,loja online
420387426,10095,2021-05-01,loja online
274953062,10095,2022-03-06,loja online
683878277,10095,2021-12-11,loja online
633787147,10095,2022-10-16,loja online
479538366,10095,2022-02-22,loja online
320737432,4370,2021-11-13,loja online
824680868,4370,2022-01-05,loja online
329206185,10573,2021-11-18,loja online
654992007,10573,2022-09-20,loja online
459968761,10573,2022-11-24,loja online
547766804,10573,2021-12-18,loja online
161748463,10573,2022-12-08,loja online
658856130,10573,2022-09-26,loja online
387335879,3712,2021-08-28,loja online
760256210,3712,2022-03-01,loja online
736468495,3712,2022-02-04,loja online
369009570,6637,2021-11-02,loja online
619531556,6637,2022-10-02,loja online
439609089,6637,2022-09-12,loja online
231222104,3152,2022-02-25,loja online
283431830,3152,2022-11-28,loja online
633917056,5610,2022-04-21,loja online
724411621,6460,2021-07-13,loja online
492383792,6460,2022-04-11,loja online
757218039,1349,2022-04-21,loja online
862949021,1349,2022-09-13,loja online
612176259,1349,2022-05-16,loja online
222081200,1880,2022-01-30,loja online
132068704,1880,2022-04-14,loja online
334823025,641,2022-04-04,loja online
224336219,641,2022-10-19,loja online
338415932,8717,2020-09-12,loja online
275076177,8717,2021-03-06,loja online
889069047,8717,2021-06-11,loja online
718146208,8717,2022-05-14,loja online
540922071,8717,2021-06-07,loja online
475659930,8717,2021-06-03,loja online
259115404,8717,2022-02-23,loja online
269732588,8717,2022-01-20,loja online
689294595,8717,2020-10-21,loja online
306534508,8717,2021-04-14,loja online
702119217,8717,2021-01-02,loja online
322067388,10314,2020-12-16,loja online
604200861,10314,2021-06-17,loja online
536625492,10314,2021-05-26,loja online
469642211,10314,2021-12-10,loja online
286171921,10314,2021-11-21,loja online
524770268,10314,2022-08-08,loja online
490879241,10314,2022-05-01,loja online
251032519,10314,2022-05-25,loja online
103386774,10314,2021-09-04,loja online
108137876,10854,2022-05-23,loja online
383944569,10854,2022-12-10,loja online
184653700,6935,2021-12-01,loja online
521076360,6935,2022-07-24,loja online
532199160,6935,2022-04-11,loja online
111734526,6935,2022-11-06,loja online
320384367,6935,2022-08-05,loja online
203667579,7698,2022-05-11,loja online
763514565,7698,2022-12-02,loja online
166908828,7698,2022-07-28,loja online
530091861,7698,2022-11-30,loja online
895453050,3559,2022-05-10,loja online
578083333,3559,2022-08-25,loja online
551347935,10562,2021-09-28,loja online
801066013,10562,2022-07-24,loja online
371121119,10562,2022-05-16,loja online
273487906,10562,2022-08-21,loja online
590721312,10562,2021-11-08,loja online
810678922,10562,2022-01-11,loja online
254505332,10796,2022-01-22,loja online
186690772,2563,2022-06-15,loja online
813284001,2563,2022-07-24,loja online
668819221,3518,2020-12-05,loja online
355578377,5823,2022-03-08,loja online
132547556,3934,2021-08-02,loja online
737065994,3934,2021-10-06,loja online
727929462,3934,2021-09-11,loja online
170245729,3934,2022-01-17,loja online
503880733,3934,2022-05-22,loja online
716651171,3934,2021-12-20,loja online
198757278,3934,2022-04-14,loja online
807025927,6982,2021-03-19,loja online
224740413,6982,2022-01-22,loja online
732773156,6982,2021-09-18,loja online
373211625,6982,2022-01-21,loja online
849236025,6431,2021-02-23,loja online
824258910,6431,2021-08-22,loja online
164986762,9733,2020-09-09,loja online
543997375,5602,2021-05-17,loja online
330831202,5602,2021-07-24,loja online
599287912,5602,2022-09-04,loja online
169705378,5602,2022-06-10,loja online
423981896,5602,2021-09-01,loja online
898579284,5602,2021-12-01,loja online
559787905,5602,2021-07-25,loja online
