id_cliente,ano_nascimento,nivel_educacao,estado_civil,salario_anual_dolar,criancas_ate_dez_anos,criancas_mais_dez_anos,data_entrada,resposta_campanha
1966,1965,Pós-graduação,Casado,84618,0,0,2021-11-22,0
6864,1989,Pós-graduação,Divorciado,10979,0,0,2022-05-22,0
3033,1963,Pós-graduação,União estável,38620,0,0,2021-05-11,0
5710,1970,Ensino Superior,União estável,40548,0,1,2020-10-10,0
7373,1952,Pós-graduação,Divorciado,46610,0,2,2020-10-29,1
8755,1946,Pós-graduação,Casado,68657,0,0,2021-02-20,0
10738,1951,Pós-graduação,Solteiro,49389,1,1,2021-08-29,0
4339,1970,Pós-graduação,Casado,67353,0,1,2021-12-31,0
10755,1976,Ensino Médio,Casado,23718,1,0,2021-09-02,0
8595,1973,Ensino Superior,Viúva/Viúvo,42429,0,1,2022-02-11,0
2968,1943,Pós-graduação,Divorciado,48948,0,0,2021-02-01,1
8601,1980,Ensino Superior,Casado,80011,0,1,2021-04-29,0
503,1985,Pós-graduação,Casado,20559,1,0,2021-03-12,0
8430,1957,Ensino Superior,União estável,21994,0,1,2020-12-24,0
7281,1959,Pós-graduação,Solteiro,,0,0,2021-11-05,0
2139,1975,Pós-graduação,Casado,7500,1,0,2021-10-02,0
1371,1976,Ensino Superior,Solteiro,79941,0,0,2022-06-28,0
9909,1996,Ensino Médio,Casado,7500,0,0,2020-11-09,1
7286,1968,Ensino Superior,União estável,41728,1,0,2021-05-24,0
7244,1951,Ensino Superior,Solteiro,,2,1,2022-01-01,0
6566,1954,Pós-graduação,Casado,72550,1,1,2020-11-08,0
8614,1957,Ensino Superior,Viúva/Viúvo,65486,0,1,2022-05-12,0
4114,1964,Pós-graduação,Casado,79143,0,0,2020-08-11,0
1331,1977,Ensino Superior,Solteiro,35790,1,0,2021-01-02,0
2225,1977,Ensino Superior,Divorciado,82582,0,0,2022-06-07,1
9381,1978,Ensino Superior,Casado,66373,1,1,2021-06-12,0
6260,1955,Pós-graduação,União estável,82384,0,0,2020-11-19,1
10383,1966,Ensino Superior,Divorciado,70287,0,0,2021-04-02,1
7437,1988,Ensino Superior,Solteiro,27938,1,0,2022-04-28,0
8557,1982,Ensino Superior,Solteiro,,1,0,2021-06-17,0
8375,1968,Pós-graduação,Casado,55954,0,1,2022-03-03,0
6853,1982,Pós-graduação,Solteiro,75777,0,0,2021-07-04,1
3076,1975,Ensino Superior,União estável,66653,1,1,2020-09-07,0
1012,1952,Ensino Superior,Solteiro,61823,0,1,2021-02-18,0
6518,1951,Pós-graduação,Viúva/Viúvo,67680,0,1,2021-06-11,0
4137,1948,Ensino Superior,União estável,70666,0,0,2021-12-06,0
8082,1971,Ensino Superior,Casado,25721,1,0,2021-05-21,1
1386,1967,Ensino Superior,União estável,32474,1,1,2022-05-11,0
9369,1979,Ensino Médio,Solteiro,88194,0,1,2022-03-19,1
4477,1958,Ensino Superior,União estável,69096,0,1,2021-09-27,0
1357,1970,Ensino Superior,União estável,74854,1,2,2021-04-08,0
1402,1954,Pós-graduação,Casado,66991,0,0,2020-09-11,0
10629,1973,Ensino Médio,Casado,,1,0,2020-09-14,0
6312,1959,Ensino Superior,Casado,65031,0,1,2021-03-17,0
8132,1975,Pós-graduação,Casado,60631,1,1,2021-04-05,0
1050,1952,Ensino Superior,Casado,28332,0,0,2022-04-30,0
5846,1977,Ensino Superior,Divorciado,40246,1,0,2020-12-19,0
1859,1972,Pós-graduação,Casado,75251,0,0,2020-08-27,1
7503,1976,Ensino Superior,Solteiro,75825,0,0,2020-10-12,1
10401,1976,Ensino Médio,União estável,26326,0,0,2021-09-04,0
1618,1965,Ensino Superior,União estável,56046,0,0,2021-01-02,1
3332,1985,Ensino Superior,Solteiro,29760,1,0,2020-08-29,0
2261,1969,Ensino Superior,Casado,26304,1,0,2021-06-23,0
5346,1973,Ensino Médio,Casado,23559,1,0,2021-07-03,0
4119,1963,Pós-graduação,União estável,38620,0,0,2021-05-11,0
535,1987,Ensino Superior,Divorciado,81361,0,0,2022-02-25,0
5268,1960,Ensino Superior,Casado,29440,1,1,2021-08-11,0
273,1970,Pós-graduação,Casado,36138,1,1,2021-07-16,0
4452,1957,Ensino Superior,Solteiro,50388,0,1,2022-05-28,1
8504,1973,Ensino Superior,Casado,79593,0,0,2022-05-12,0
771,1967,Ensino Superior,União estável,54178,0,1,2022-01-21,0
8996,1957,Pós-graduação,Casado,,2,1,2020-11-19,0
9235,1957,Ensino Superior,Solteiro,,1,1,2022-05-27,0
5798,1973,Pós-graduação,União estável,,0,0,2021-11-23,0
11178,1972,Pós-graduação,Solteiro,42394,1,0,2022-03-23,0
2230,1970,Pós-graduação,Casado,23626,1,0,2022-05-24,0
7516,1983,Ensino Superior,Casado,30096,1,0,2022-05-22,0
7247,1960,Ensino Superior,Viúva/Viúvo,47916,0,1,2020-11-22,0
11100,1972,Ensino Superior,Divorciado,51813,1,1,2021-04-11,0
4646,1951,Ensino Médio,Casado,78497,0,0,2021-12-01,0
3037,1983,Pós-graduação,Casado,50150,0,0,2021-06-20,0
1473,1960,Ensino Médio,Solteiro,47823,0,1,2021-07-23,0
1016,1959,Pós-graduação,Solteiro,34554,0,1,2022-03-30,0
4518,1979,Ensino Superior,União estável,85693,0,1,2021-04-20,0
9370,1945,Pós-graduação,Casado,65846,0,0,2021-05-17,0
8908,1959,Ensino Superior,Casado,87195,0,0,2022-05-08,1
8373,1979,Ensino Médio,União estável,24594,1,0,2021-12-10,0
7533,1964,Ensino Superior,Casado,49096,1,1,2021-09-24,0
2683,1969,Ensino Superior,Casado,52413,0,2,2021-02-02,0
3629,1978,Ensino Superior,Solteiro,38557,1,0,2020-12-19,0
10991,1960,Pós-graduação,Casado,89058,0,0,2020-12-07,0
5077,1979,Ensino Superior,União estável,77298,0,1,2021-11-02,0
7431,1991,Pós-graduação,Solteiro,68126,0,0,2020-11-10,1
3267,1963,Pós-graduação,União estável,57288,0,1,2022-06-25,0
999,1991,Ensino Superior,Solteiro,86037,0,0,2021-01-02,1
9215,1980,Pós-graduação,Casado,43974,1,0,2020-12-12,0
2286,1962,Ensino Superior,Solteiro,50785,1,1,2021-09-10,0
1592,1970,Ensino Superior,Casado,90765,0,0,2022-01-24,0
367,1978,Ensino Médio,Casado,36550,1,0,2021-02-19,0
5234,1967,Ensino Médio,União estável,30753,1,1,2021-07-11,0
9862,1969,Ensino Superior,União estável,21918,1,0,2021-11-14,0
9805,1953,Pós-graduação,União estável,56129,0,1,2021-06-20,0
6205,1967,Pós-graduação,Solteiro,32557,1,0,2022-02-24,1
8442,1985,Pós-graduação,Casado,19510,2,0,2021-09-04,0
7386,1976,Ensino Superior,Divorciado,30992,1,0,2021-04-22,0
7215,1983,Ensino Superior,Solteiro,101970,0,0,2021-03-12,1
1491,1965,Ensino Médio,União estável,71488,0,0,2021-02-18,0
11071,1984,Ensino Superior,Solteiro,79607,0,0,2021-04-21,1
3381,1953,Pós-graduação,Casado,54348,1,1,2022-06-08,0
8268,1961,Pós-graduação,Casado,,0,1,2021-07-11,0
11051,1956,Pós-graduação,União estável,77376,1,1,2022-05-10,0
8026,1952,Ensino Superior,Casado,62998,0,1,2021-09-30,0
433,1958,Pós-graduação,Solteiro,61331,1,1,2021-03-10,0
9597,1969,Ensino Superior,Casado,73448,0,0,2022-02-10,0
1295,1963,Ensino Superior,Casado,,0,1,2021-08-11,0
5290,1964,Pós-graduação,Casado,41551,1,1,2021-08-14,0
1685,1967,Pós-graduação,União estável,62981,0,0,2021-03-17,0
5342,1976,Ensino Médio,Divorciado,9548,1,0,2020-08-08,0
9579,1959,Pós-graduação,Casado,33762,2,1,2021-07-07,0
7660,1973,Pós-graduação,Solteiro,35860,1,1,2022-05-19,1
1461,1965,Pós-graduação,Divorciado,36921,1,1,2021-07-28,0
821,1992,Pós-graduação,Solteiro,92859,0,0,2020-10-19,0
11084,1976,Pós-graduação,União estável,65104,0,1,2021-11-14,1
8690,1962,Ensino Superior,Casado,86111,0,0,2021-04-19,0
2937,1974,Pós-graduação,Solteiro,68352,0,1,2021-08-28,0
9701,1988,Ensino Superior,União estável,41883,1,0,2021-03-19,0
9949,1976,Ensino Superior,Casado,59809,0,2,2020-10-18,0
10837,1975,Ensino Superior,Casado,23957,1,0,2020-10-28,1
3120,1981,Ensino Superior,União estável,38547,1,0,2021-08-28,0
5885,1973,Ensino Médio,Casado,35688,2,1,2020-08-22,0
4050,1966,Pós-graduação,Casado,49605,0,0,2022-06-21,0
3830,1953,Pós-graduação,Casado,59354,0,2,2022-04-24,0
7987,1969,Ensino Superior,Casado,65747,0,1,2022-03-07,0
7798,1972,Ensino Médio,União estável,46344,0,1,2020-12-14,0
92,1988,Ensino Superior,Solteiro,34176,1,0,2022-05-12,0
7055,1952,Pós-graduação,União estável,61010,0,1,2020-10-09,0
10240,1949,Ensino Superior,União estável,69372,0,0,2021-02-19,1
3025,1958,Ensino Superior,Solteiro,49967,0,1,2021-07-08,0
9283,1978,Ensino Superior,Solteiro,60199,1,2,2021-09-12,0
9970,1977,Ensino Superior,União estável,55375,0,1,2021-10-17,0
2730,1955,Ensino Superior,Solteiro,80317,0,0,2021-08-20,0
2795,1958,Pós-graduação,Solteiro,30523,2,1,2021-07-01,0
9260,1945,Pós-graduação,Casado,70356,0,0,2020-11-05,0
8182,1984,Ensino Superior,Casado,23228,1,0,2022-01-05,0
10095,1975,Pós-graduação,Divorciado,74165,0,0,2021-05-01,0
8475,1973,Pós-graduação,Casado,157243,0,1,2022-03-01,0
4370,1966,Ensino Superior,União estável,43482,2,1,2021-11-13,0
10573,1953,Ensino Superior,Divorciado,62551,0,0,2021-11-18,0
3712,1959,Ensino Superior,Divorciado,52332,0,0,2021-08-28,0
6637,1988,Ensino Superior,Solteiro,66951,0,0,2021-11-02,0
3152,1957,Ensino Superior,União estável,26091,1,1,2022-02-25,0
5610,1965,Ensino Superior,União estável,33456,1,1,2022-04-21,0
6460,1982,Ensino Superior,Casado,28718,1,0,2021-07-13,0
1349,1970,Ensino Superior,Casado,50447,2,0,2022-04-21,0
1880,1959,Pós-graduação,União estável,53537,1,1,2022-01-30,0
641,1967,Ensino Superior,Solteiro,52074,0,1,2022-04-04,0
8717,1975,Pós-graduação,Casado,80427,0,1,2020-09-12,0
10314,1948,Pós-graduação,Casado,83837,0,0,2020-12-16,1
10854,1970,Pós-graduação,Casado,38853,1,1,2022-05-23,0
10492,1959,Ensino Superior,União estável,38285,2,1,2022-06-24,0
6935,1951,Ensino Médio,Casado,78497,0,0,2021-12-01,0
7698,1976,Pós-graduação,Casado,51650,0,1,2022-05-11,0
3559,1988,Ensino Médio,Casado,16248,1,0,2022-05-10,0
10562,1946,Pós-graduação,Casado,66835,0,0,2021-09-28,0
10796,1984,Pós-graduação,Casado,30477,1,0,2022-01-22,0
2563,1961,Ensino Médio,Casado,28249,0,0,2022-06-15,0
3518,1983,Ensino Superior,Casado,25271,1,0,2020-12-05,0
5823,1970,Pós-graduação,Solteiro,32303,0,1,2022-03-08,0
3934,1966,Ensino Superior,Casado,61286,0,1,2021-08-02,0
6982,1976,Ensino Superior,Casado,74068,0,0,2021-03-19,0
6431,1964,Pós-graduação,Casado,45759,1,1,2021-02-23,0
9733,1978,Ensino Médio,União estável,24882,1,0,2020-09-09,0
5602,1989,Pós-graduação,União estável,66973,0,0,2021-05-17,0
7829,1900,Ensino Médio,Divorciado,36640,1,0,2021-09-26,0
1324,1988,Ensino Superior,Casado,38872,1,0,2021-05-30,0
326,1973,Ensino Superior,Casado,51148,1,1,2021-02-18,0
7224,1977,Ensino Superior,Casado,31353,1,1,2021-12-29,0
6999,1980,Pós-graduação,Casado,69661,0,0,2022-05-13,0
9938,1954,Ensino Superior,Casado,80067,0,0,2021-09-19,0
6422,1954,Ensino Superior,Casado,86718,0,0,2021-01-17,0
3182,1973,Pós-graduação,Solteiro,46854,1,1,2022-03-31,1
7300,1952,Ensino Superior,Divorciado,69142,0,1,2022-06-29,0
10424,1968,Ensino Superior,Solteiro,75922,0,0,2021-12-09,0
8727,1978,Ensino Superior,Divorciado,63693,0,1,2021-10-14,0
2798,1977,Pós-graduação,União estável,102160,0,0,2020-11-02,1
1030,1965,Pós-graduação,Solteiro,40637,1,1,2021-07-17,0
624,1984,Pós-graduação,Solteiro,18890,0,0,2020-11-10,1
5176,1988,Ensino Superior,União estável,29604,1,0,2021-12-08,0
5552,1963,Pós-graduação,Divorciado,48721,1,1,2021-05-13,0
868,1966,Ensino Superior,Casado,44794,0,1,2022-06-08,0
380,1954,Ensino Superior,Divorciado,64497,0,1,2020-09-10,1
2677,1956,Ensino Superior,União estável,46097,0,1,2021-03-31,0
6521,1954,Ensino Superior,União estável,77972,0,0,2022-03-18,0
6927,1968,Pós-graduação,Casado,44377,1,1,2020-10-05,0
2877,1974,Pós-graduação,União estável,46014,1,1,2021-01-21,0
0,1985,Ensino Superior,Casado,70951,0,0,2021-05-04,0
1584,1977,Ensino Superior,Casado,41443,1,0,2022-04-01,0
7264,1978,Ensino Médio,Solteiro,52195,2,1,2022-05-12,0
6274,1948,Pós-graduação,Casado,83790,0,0,2021-11-15,0
1377,1954,Pós-graduação,Viúva/Viúvo,44551,0,1,2021-08-31,0
454,1980,Ensino Superior,União estável,69508,1,0,2020-11-14,0
1755,1988,Ensino Médio,União estável,45204,1,0,2022-04-11,0
2075,1969,Ensino Superior,Casado,72460,0,0,2021-11-14,0
4785,1970,Pós-graduação,União estável,77622,0,2,2022-04-14,0
9076,1980,Pós-graduação,Casado,30732,1,0,2021-01-05,0
7079,1962,Ensino Superior,Divorciado,63887,0,1,2020-09-08,0
4653,1978,Ensino Superior,União estável,42011,1,0,2021-03-26,0
7375,1976,Ensino Superior,União estável,51369,0,1,2020-10-25,0
709,1952,Ensino Superior,Divorciado,51537,0,1,2020-12-09,0
460,1972,Pós-graduação,Casado,79930,0,0,2020-08-08,0
3726,1986,Pós-graduação,União estável,34320,1,0,2022-02-16,0
6798,1966,Ensino Superior,Solteiro,37070,1,1,2021-03-20,1
5341,1962,Ensino Médio,Divorciado,81975,0,1,2021-01-05,0
1606,1971,Ensino Superior,União estável,38590,1,0,2021-05-15,0
9617,1951,Ensino Superior,Solteiro,15033,0,0,2022-04-16,0
3233,1965,Pós-graduação,Casado,62745,0,1,2021-03-23,0
89,1975,Ensino Médio,Casado,22212,1,0,2021-12-09,0
2936,1982,Pós-graduação,União estável,23661,1,0,2021-12-04,0
9449,1958,Pós-graduação,Solteiro,79761,0,1,2021-10-04,0
7297,1973,Ensino Superior,Solteiro,7500,1,0,2021-12-26,0
11004,1893,Ensino Médio,Solteiro,60182,0,1,2022-05-17,0
313,1968,Ensino Superior,Viúva/Viúvo,73455,0,0,2021-10-28,0
9940,1958,Ensino Superior,União estável,64961,0,1,2020-12-23,0
10735,1971,Ensino Superior,Solteiro,22804,1,0,2021-07-31,0
9529,1990,Ensino Superior,Casado,73687,0,0,2021-11-28,1
6439,1958,Ensino Superior,Casado,61074,0,1,2020-08-17,0
7411,1964,Pós-graduação,Casado,31686,1,1,2022-06-05,0
2176,1972,Ensino Superior,Casado,80134,1,0,2021-05-20,1
9265,1953,Ensino Superior,Casado,75027,0,1,2021-01-09,0
8867,1988,Pós-graduação,Casado,67546,0,0,2020-08-31,0
8932,1969,Pós-graduação,União estável,65176,0,1,2020-10-29,0
10236,1975,Pós-graduação,Solteiro,31160,1,0,2021-09-16,0
6340,1985,Ensino Superior,Solteiro,29938,1,0,2021-10-27,0
10089,1974,Ensino Superior,Divorciado,102692,0,0,2021-04-05,1
2227,1958,Ensino Médio,União estável,26490,0,0,2020-09-22,0
10992,1967,Ensino Superior,União estável,75702,1,1,2020-08-29,0
5304,1974,Pós-graduação,Solteiro,30899,1,0,2020-10-13,0
309,1961,Pós-graduação,União estável,63342,0,1,2020-10-16,0
3406,1964,Ensino Superior,Solteiro,45989,0,1,2020-10-22,0
2661,1964,Ensino Superior,Solteiro,18701,1,1,2021-06-04,0
3153,1957,Pós-graduação,Solteiro,40737,2,1,2021-12-08,0
10264,1979,Ensino Superior,Divorciado,15287,1,0,2020-10-10,1
1184,1968,Pós-graduação,Divorciado,69674,0,2,2021-05-22,0
4200,1970,Pós-graduação,Casado,44159,1,0,2022-06-17,0
9396,1978,Pós-graduação,Casado,37717,1,0,2020-11-23,0
2387,1952,Pós-graduação,União estável,43776,1,1,2021-02-03,1
6690,1966,Pós-graduação,Casado,38179,1,1,2021-03-14,0
1225,1963,Ensino Superior,Casado,80124,0,0,2022-06-26,0
9703,1970,Pós-graduação,Casado,38097,1,1,2020-10-15,1
291,1970,Ensino Superior,Casado,72940,0,0,2021-06-19,0
4557,1970,Ensino Superior,União estável,22070,1,0,2021-10-04,0
2379,1953,Ensino Superior,Solteiro,69267,0,0,2020-09-22,1
5726,1983,Pós-graduação,Solteiro,31788,1,0,2022-03-20,0
3066,1975,Pós-graduação,União estável,61905,0,1,2022-02-04,0
6336,1960,Ensino Superior,Casado,29315,1,1,2022-04-06,0
10967,1963,Ensino Superior,Divorciado,33378,1,1,2021-02-06,0
2304,1963,Pós-graduação,União estável,66313,0,1,2021-09-16,0
3445,1956,Ensino Superior,Solteiro,60714,0,0,2021-01-17,1
7828,1981,Pós-graduação,União estável,77882,0,0,2022-04-30,0
3762,1986,Pós-graduação,Solteiro,69867,0,0,2021-04-02,1
4391,1968,Pós-graduação,Divorciado,63841,0,1,2021-04-21,0
4669,1981,Ensino Médio,Casado,24480,1,0,2021-02-11,0
10144,1976,Ensino Superior,União estável,51369,0,1,2020-10-25,0
8652,1946,Ensino Superior,União estável,37760,0,0,2020-08-31,0
1672,1974,Pós-graduação,União estável,65640,0,1,2022-03-01,0
8962,1975,Pós-graduação,Casado,44319,1,1,2022-04-17,0
9974,1974,Ensino Superior,Casado,30631,1,0,2021-07-12,0
10983,1952,Ensino Superior,União estável,75278,0,0,2021-01-29,0
8148,1956,Pós-graduação,União estável,50898,1,1,2021-01-08,0
10102,1966,Ensino Superior,Viúva/Viúvo,79946,0,0,2022-05-12,0
4697,1949,Pós-graduação,Divorciado,35416,0,0,2021-06-13,0
9262,1984,Ensino Médio,União estável,32414,0,0,2021-07-04,0
7254,1969,Ensino Superior,União estável,38361,1,0,2021-12-27,0
4543,1980,Ensino Superior,Casado,82497,0,0,2020-10-31,0
4927,1971,Ensino Superior,União estável,16626,2,0,2022-01-15,0
10451,1965,Ensino Superior,União estável,29672,1,1,2021-03-12,0
2926,1952,Pós-graduação,União estável,55951,0,1,2020-08-23,0
2874,1988,Ensino Médio,Divorciado,35388,1,0,2021-03-07,0
9738,1986,Pós-graduação,União estável,42386,1,0,2021-01-13,0
7119,1982,Ensino Superior,Solteiro,68627,0,0,2021-01-12,0
3924,1965,Pós-graduação,Divorciado,57912,0,1,2022-03-17,0
5827,1958,Ensino Superior,Divorciado,35246,1,1,2022-04-16,0
5596,1956,Ensino Médio,União estável,58821,0,1,2021-10-12,0
10812,1978,Pós-graduação,Casado,46377,1,0,2022-03-01,0
1717,1988,Ensino Superior,Solteiro,39747,1,0,2022-04-13,0
9491,1984,Ensino Superior,União estável,23976,1,0,2021-12-27,0
9274,1961,Pós-graduação,Casado,80950,0,0,2021-03-28,0
6609,1966,Ensino Superior,Viúva/Viúvo,27038,0,0,2020-09-18,1
6963,1947,Ensino Superior,Solteiro,77457,0,0,2022-03-05,0
4440,1964,Pós-graduação,Casado,64100,0,1,2021-09-10,0
1379,1992,Pós-graduação,União estável,42670,0,0,2021-04-27,0
10032,1976,Ensino Superior,Divorciado,12571,1,0,2022-01-18,0
2826,1967,Ensino Superior,Casado,22574,2,1,2021-10-28,0
2437,1989,Ensino Superior,Casado,,0,0,2021-06-03,0
6320,1976,Pós-graduação,Solteiro,70893,0,0,2021-02-06,0
3050,1966,Ensino Superior,Casado,54198,1,1,2021-12-17,0
231,1956,Pós-graduação,União estável,28839,1,1,2022-03-11,0
2392,1972,Ensino Superior,Casado,40321,1,1,2021-07-29,0
9478,1985,Ensino Superior,Solteiro,66503,1,0,2020-08-14,0
113,1951,Ensino Superior,Casado,30833,1,1,2021-07-16,0
2863,1970,Ensino Superior,Solteiro,,1,2,2021-08-23,0
1802,1971,Ensino Superior,Casado,64795,0,1,2021-01-17,0
520,1974,Ensino Superior,Casado,34421,1,0,2021-07-01,0
8275,1965,Pós-graduação,Divorciado,47025,1,1,2022-02-09,0
9750,1961,Pós-graduação,Divorciado,64325,0,1,2021-02-07,0
2607,1953,Ensino Superior,Solteiro,40464,0,1,2021-01-11,0
7214,1957,Ensino Superior,Casado,62187,0,0,2021-07-05,0
5835,1976,Pós-graduação,Divorciado,14849,1,0,2021-07-02,0
3896,1984,Ensino Superior,Casado,27255,1,0,2021-11-07,0
10350,1950,Pós-graduação,Casado,54432,2,1,2021-05-09,0
7786,1986,Pós-graduação,Solteiro,29999,1,0,2021-02-13,0
2861,1983,Ensino Superior,Solteiro,24072,1,0,2021-04-16,0
663,1989,Pós-graduação,Solteiro,33996,0,0,2021-09-11,0
10675,1956,Pós-graduação,Casado,66334,0,1,2021-04-03,1
2521,1971,Pós-graduação,Casado,35178,1,0,2021-01-10,1
9592,1983,Ensino Superior,União estável,22010,1,0,2021-06-30,0
10151,1960,Ensino Superior,Divorciado,62204,0,2,2020-09-12,0
7381,1968,Ensino Superior,Divorciado,75693,0,0,2020-12-06,1
4099,1972,Ensino Superior,Casado,30675,1,0,2020-11-12,0
9560,1965,Ensino Superior,União estável,83003,0,0,2021-03-03,1
1150,1899,Pós-graduação,União estável,83532,0,0,2021-09-26,0
10172,1988,Ensino Superior,Solteiro,68655,0,0,2020-08-10,0
11191,1986,Ensino Superior,Divorciado,41411,0,0,2021-12-07,0
9707,1969,Pós-graduação,Casado,55212,0,1,2020-11-23,0
6245,1950,Pós-graduação,União estável,59292,0,1,2021-06-13,0
8234,1973,Ensino Médio,União estável,27190,1,0,2021-08-15,1
1411,1952,Ensino Superior,Divorciado,82623,0,0,2021-11-10,0
8553,1965,Ensino Superior,Casado,44300,1,1,2021-06-23,0
1826,1970,Ensino Superior,Divorciado,84835,0,0,2022-06-16,1
8842,1971,Ensino Superior,Viúva/Viúvo,30372,1,1,2020-12-25,0
11030,1976,Pós-graduação,Casado,33181,1,0,2022-01-03,0
2579,1957,Ensino Superior,Casado,71113,0,1,2021-12-17,0
175,1986,Ensino Superior,Casado,71952,1,0,2021-01-10,0
9185,1966,Pós-graduação,Solteiro,69759,0,0,2021-10-28,1
11056,1974,Ensino Superior,Casado,72099,0,0,2020-10-27,0
9365,1976,Pós-graduação,Solteiro,60000,0,1,2020-12-22,0
6201,1978,Ensino Superior,Solteiro,38643,1,1,2021-11-29,0
2061,1955,Ensino Superior,Casado,50737,0,1,2021-05-11,0
6184,1969,Pós-graduação,Casado,68462,0,0,2020-12-12,0
6142,1943,Pós-graduação,Casado,65073,0,0,2021-08-20,0
4107,1948,Pós-graduação,União estável,46681,0,2,2021-10-08,0
7274,1957,Ensino Superior,Casado,78618,0,0,2020-09-28,0
9336,1969,Pós-graduação,Viúva/Viúvo,62187,0,1,2022-03-22,0
2958,1978,Ensino Superior,Casado,28442,2,0,2022-02-24,0
933,1978,Pós-graduação,Casado,37717,1,0,2020-11-23,0
5837,1967,Ensino Superior,Casado,51479,1,1,2020-12-28,0
10704,1969,Ensino Superior,Solteiro,54803,0,1,2020-08-21,0
5125,1960,Ensino Superior,Casado,79530,0,0,2021-05-17,0
4432,1976,Ensino Superior,Divorciado,31615,1,0,2021-03-16,0
5955,1962,Ensino Superior,União estável,72025,0,0,2020-11-17,0
2928,1975,Pós-graduação,Solteiro,52614,0,1,2020-12-01,0
5680,1984,Ensino Médio,Casado,35684,1,0,2022-04-22,0
10313,1975,Ensino Superior,Casado,48178,1,1,2020-10-28,0
2557,1970,Pós-graduação,Solteiro,29548,1,0,2021-08-29,0
1245,1966,Ensino Superior,Solteiro,63810,0,1,2020-11-11,0
1519,1972,Pós-graduação,Solteiro,38578,1,1,2021-06-22,1
10703,1975,Pós-graduação,Solteiro,46098,1,1,2020-08-18,0
1726,1970,Ensino Superior,Solteiro,22585,0,0,2021-03-18,1
4459,1989,Ensino Superior,Solteiro,30279,1,0,2020-12-30,0
1729,1961,Pós-graduação,União estável,66426,0,1,2021-10-02,0
1517,1969,Ensino Superior,Solteiro,30822,1,0,2021-06-14,0
2098,1969,Pós-graduação,Casado,33581,2,0,2021-01-08,0
9543,1985,Ensino Superior,Casado,19986,1,0,2021-11-14,0
6878,1954,Ensino Superior,Viúva/Viúvo,27421,0,0,2020-12-12,0
3310,1973,Ensino Médio,Casado,35688,2,1,2020-08-22,0
2724,1981,Pós-graduação,Solteiro,36143,1,0,2022-03-30,0
948,1971,Ensino Superior,Solteiro,10245,1,0,2021-05-15,0
6720,1968,Pós-graduação,União estável,43795,0,1,2021-10-16,1
6202,1960,Ensino Superior,União estável,63381,0,1,2020-10-05,0
2066,1949,Ensino Superior,União estável,38823,0,1,2020-08-30,0
9799,1968,Pós-graduação,Divorciado,83664,1,1,2021-05-08,0
8318,1979,Ensino Superior,União estável,90300,0,0,2022-01-03,0
5642,1979,Pós-graduação,União estável,62499,1,0,2021-12-09,0
2669,1993,Ensino Superior,Solteiro,74293,0,0,2022-05-04,0
455,1946,Pós-graduação,Casado,51012,0,0,2021-04-18,0
7683,1968,Pós-graduação,Casado,70777,0,1,2022-02-25,0
3428,1991,Pós-graduação,União estável,68682,0,0,2021-10-06,0
7414,1971,Ensino Superior,Casado,43824,1,1,2020-09-15,0
6354,1984,Ensino Superior,União estável,15345,1,0,2020-08-31,1
